Sehir,Marka,Seri,Model,Yil,Yakit,Km,Hp,Cc,Fiyat,Sehirici,Sehirdisi,Ortalama,Bagaj
Istanbul,Toyota ,1.33 Cool ,Yaris ,2013,Benzin,34000,99,1329,152500,5.7,4.5,5.0,286.0
Istanbul,Citroen ,1.6 VTi Shine ,C3 ,2017,Benzin,24888,115,1587,152500,9.2,5.3,6.8,300.0
Sakarya,Ford ,1.6 Titanium X ,Fiesta ,2015,Benzin,37000,113.0,1450.5,152500,nan,,,
Batman,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,40000,90,1398,152500,7.8,4.9,6.0,285.0
Trabzon,Nissan ,1.2 Street ,Micra ,2018,Benzin,26302,80,1198,152500,6.7,4.6,5.4,265.0
Konya,Volkswagen ,1.4 Comfortline ,Polo ,2013,Benzin,48000,85,1390,152500,7.7,4.7,5.8,280.0
Eskisehir,Nissan ,1.2 Match ,Micra ,2017,Benzin,36000,80,1198,152500,6.7,4.6,5.4,265.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2015,Benzin,45500,90,1398,152500,7.8,4.9,6.0,285.0
Usak,Ford ,1.6 Titanium ,Fiesta ,2014,Benzin,31500,105,1596,152500,8.4,4.5,5.9,290.0
Kirikkale,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,44000,90,1398,152500,7.8,4.9,6.0,285.0
Ankara,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,1,90,898,152250,5.7,4.7,5.1,320.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,34000,90,1398,152500,7.8,4.9,6.0,285.0
Istanbul,Nissan ,1.2 Match ,Micra ,2017,Benzin,14000,80,1198,152700,6.7,4.6,5.4,265.0
Izmir,Opel ,1.4 Design ,Corsa ,2016,Benzin,49000,90,1398,152750,7.8,4.9,6.0,285.0
Denizli,Volkswagen ,1.4 Comfortline ,Polo ,2011,Benzin,42000,85,1390,152750,7.7,4.7,5.8,280.0
Edirne,Opel ,1.4 Essentia ,Corsa ,2015,Benzin,37000,90,1398,152750,7.8,4.9,6.0,285.0
Kocaeli,Volkswagen ,1.4 Comfortline ,Polo ,2012,Benzin,47500,85,1390,152750,7.7,4.7,5.8,280.0
Samsun,Suzuki ,1.2 GL ,Swift ,2016,Benzin,20500,94,1242,152750,6.8,4.9,5.6,211.0
Yalova,Opel ,1.4 Twinport Active ,Corsa ,2014,Benzin,42600,100,1364,152750,7.8,4.8,5.9,285.0
Afyonkarahisar,Ford ,1.6 Ti-VCT Trend X ,Fiesta ,2016,Benzin,23000,105,1596,152750,8.4,4.5,5.9,290.0
Eskisehir,Suzuki ,1.2 GL ,Swift ,2016,Benzin,39000,94,1242,152750,6.8,4.9,5.6,211.0
Corum,Volkswagen ,1.4 Comfortline ,Polo ,2011,Benzin,47000,85,1390,152750,7.7,4.7,5.8,280.0
Eskisehir,Hyundai ,1.4 MPI Jump ,i20 ,2015,Benzin,41000,100,1368,152750,8.2,4.8,6.2,301.0
Istanbul,Toyota ,1.6 Comfort ,Corolla ,2010,Benzin,13000,124,1598,152900,8.4,5.7,6.7,450.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,24000,100,1368,152900,8.2,4.8,6.2,301.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,18500,100,1368,152900,8.2,4.8,6.2,301.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,18800,100,1368,152900,8.2,4.8,6.2,301.0
Antalya,Ford ,1.6 Trend X ,Fiesta ,2016,Benzin,31000,105,1596,152900,8.4,4.5,5.9,290.0
Ankara,Opel ,1.4 Twinport Enjoy ,Corsa ,2015,Benzin & LPG,28300,88.0,1450.5,152900,nan,,,
Bolu,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,6000,67,998,152900,6.8,4.4,5.3,255.0
Kayseri,Peugeot ,Active  ,208 1.2 PureTech ,2016,Benzin,35000,82,1199,152900,5.5,3.9,4.5,285.0
Ankara,Hyundai ,1.4 MPI Elite Smart ,i20 ,2016,Benzin,37500,100,1368,152900,8.5,5.1,6.4,301.0
Istanbul,Mitsubishi ,1.2 Intense  ,Space Star ,2019,Benzin,14000,80,1193,152900,5.9,4.7,5.1,175.0
Bolu,Opel ,1.4 Essentia ,Corsa ,2015,Benzin,21850,90,1398,152950,7.8,4.9,6.0,285.0
Aydin,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,44000,90,1398,153000,7.8,4.9,6.0,285.0
Istanbul,Nissan ,1.2 Match ,Micra ,2016,Benzin,40000,80,1198,153000,6.7,4.6,5.4,265.0
Ankara,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,49000,100,1368,153000,8.2,4.8,6.2,301.0
Antalya,Ford ,1.6 Titanium ,Focus ,2011,Benzin & LPG,43500,100,1596,153000,8.7,5.5,6.7,385.0
Elazig,Hyundai ,1.4 MPI Elite ,i20 ,2015,Benzin & LPG,40000,100,1368,153000,8.5,5.1,6.4,301.0
Adana,Hyundai ,Prime ,Accent Blue 1.4 D-CVVT ,2015,Benzin & LPG,41000,100,1368,153000,8.2,5.4,6.4,465.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,29914,100,1368,153000,8.5,5.1,6.4,301.0
Izmir,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,36000,90,1398,153000,7.8,4.9,6.0,285.0
Istanbul,Nissan ,1.2 Match ,Micra ,2017,Benzin,28000,80,1198,153000,6.7,4.6,5.4,265.0
Burdur,Opel ,1.4 Essentia ,Corsa ,2015,Benzin,41500,88.0,1450.5,153000,nan,,,
Sinop,Nissan ,1.2 Match ,Micra ,2017,Benzin,26850,80,1198,153000,6.7,4.6,5.4,265.0
Tekirdag,Fiat ,1.6 E-Torq Lounge ,Egea ,2016,Benzin,39000,110,1598,153000,8.5,5.0,6.3,520.0
Diyarbakir,Nissan ,1.2 Match ,Micra ,2016,Benzin,25000,80,1198,153000,6.7,4.6,5.4,265.0
Van,Fiat ,1.6 E-Torq Lounge ,Egea ,2016,Benzin & LPG,44500,110,1598,153000,8.5,5.0,6.3,520.0
Artvin,Renault ,1.2 Turbo Touch ,Clio ,2018,Benzin,35000,120,1197,153000,6.6,4.4,5.2,300.0
Istanbul,Ford ,1.6 Trend X ,Fiesta ,2015,Benzin,15000,105,1596,153000,8.4,4.5,5.9,290.0
Istanbul,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,13000,90,898,153000,5.7,4.7,5.1,320.0
Istanbul,Nissan ,1.2 Match ,Micra ,2018,Benzin,38000,80,1198,153000,6.7,4.6,5.4,265.0
Istanbul,Suzuki ,1.2 GL ,Swift ,2016,Benzin,33200,94,1242,153000,6.8,4.9,5.6,211.0
Kars,Dacia ,1.5 dCi Stepway Style  ,Sandero ,2018,Dizel,47170,90,1461,153000,3.9,3.8,3.8,320.0
Istanbul,Renault ,1.2 Turbo Joy ,Clio ,2017,Benzin,45000,120,1197,153000,6.6,4.4,5.2,300.0
Sanliurfa,Skoda ,1.0 GreenTec Style ,Fabia ,2018,Benzin,49000,110,999,153000,5.4,4.1,4.6,305.0
Kocaeli,Nissan ,1.2 Match ,Micra ,2016,Benzin,39000,80,1198,153000,6.7,4.6,5.4,265.0
Istanbul,Ford ,1.6 Trend X ,Fiesta ,2015,Benzin,42600,105,1596,153000,8.4,4.5,5.9,290.0
Mugla,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,40000,100,1368,153000,8.2,4.8,6.2,301.0
Ankara,Volkswagen ,1.4 Comfortline ,Polo ,2012,Benzin,50000,85,1390,153000,7.7,4.7,5.8,280.0
Aksaray,Opel ,1.4 Design ,Corsa ,2016,Benzin,45000,90,1398,153000,7.8,4.9,6.0,285.0
Istanbul,Toyota ,1.33 Fun Special ,Yaris ,2016,Benzin,48000,99,1329,153000,6.3,4.5,5.1,286.0
Izmir,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,33000,100,1368,153000,8.2,4.8,6.2,301.0
Gaziantep,Skoda ,1.2 TSI Ambition ,Fabia ,2015,Benzin,41000,110,1197,153000,5.8,4.1,4.7,315.0
Izmir,Volkswagen ,1.4 Comfortline ,Polo ,2012,Benzin,41000,85,1390,153000,7.7,4.7,5.8,280.0
Istanbul,Renault ,1.2 Turbo Icon ,Clio ,2014,Benzin,50000,120,1197,153000,6.6,4.4,5.2,300.0
Amasya,Ford ,1.6 Trend X ,Fiesta ,2014,Benzin,45000,105,1596,153000,8.4,4.5,5.9,290.0
Bursa,Nissan ,1.2 Match ,Micra ,2016,Benzin,25000,80,1198,153000,6.7,4.6,5.4,265.0
Bursa,Volkswagen ,1.4 TSI Highline ,Golf ,2010,Benzin,190,160,1390,153000,7.5,5.2,6.0,350.0
Ankara,Hyundai ,1.6 CRDI Mode Plus ,Accent Blue ,2017,Dizel,50000,136,1582,153250,5.7,4.0,4.6,465.0
Antalya,Nissan ,1.2 Street ,Micra ,2017,Benzin,38000,80,1198,153500,6.7,4.6,5.4,265.0
Diyarbakir,Nissan ,1.2 Match ,Micra ,2016,Benzin,23000,80,1198,153500,6.7,4.6,5.4,265.0
Erzurum,Kia ,1.4 CVVT Concept ,Rio ,2015,Benzin,24000,109,1396,153500,8.5,5.0,6.3,288.0
Ankara,Volkswagen ,1.2 TSI Comfortline ,Polo ,2014,Benzin,40169,90,1197,153500,5.8,4.1,4.7,280.0
Istanbul,Seat ,1.2 TSI Style ,Ibiza ,2014,Benzin,45000,105,1197,153500,0.7,4.4,5.3,292.0
Izmir,Renault ,1.2 Turbo Icon ,Clio ,2015,Benzin,27000,120,1197,153500,6.6,4.4,5.2,300.0
Istanbul,Citroen ,Confort ,C4 1.2 PureTech ,2015,Benzin,49000,130,1199,153500,6.2,4.4,5.1,408.0
Aksaray,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,0,67,998,153500,6.8,4.4,5.3,255.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,23000,100,1368,153500,8.2,4.8,6.2,301.0
Istanbul,Renault ,1.2 Turbo Icon ,Clio ,2017,Benzin,38500,138.0,1300,153500,nan,,,
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,47500,100,1368,153500,8.5,5.1,6.4,301.0
Kocaeli,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,42000,90,1461,153500,4.3,3.3,3.7,300.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,15000,90,1398,153500,7.8,4.9,6.0,285.0
Kocaeli,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,1750,90,898,153500,5.7,4.7,5.1,320.0
Istanbul,Toyota ,1.6 Advance Skypack ,Auris ,2013,Benzin,43000,132,1598,153500,7.4,4.8,5.7,353.0
Istanbul,Nissan ,1.2 Match ,Micra ,2018,Benzin,16300,80,1198,153500,6.7,4.6,5.4,265.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,25414,100,1368,153500,8.2,4.8,6.2,301.0
Istanbul,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,0,67,998,153500,6.8,4.4,5.3,255.0
Giresun,Nissan ,1.2 Match ,Micra ,2017,Benzin,50000,80,1198,153500,6.7,4.6,5.4,265.0
Ankara,Peugeot ,1.6 HDi Premium Plus ,308 ,2011,Dizel,47000,112,1560,153500,6.1,4.1,4.8,430.0
Balikesir,Nissan ,1.2 Match ,Micra ,2015,Benzin,47000,80,1198,153500,6.7,4.6,5.4,265.0
Ankara,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,7700,67,998,153500,nan,,,
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,153600,nan,,,
Konya,Opel ,1.4 Color Edition ,Corsa ,2015,Benzin & LPG,48144,90,1398,153650,7.8,4.9,6.0,285.0
Antalya,Fiat ,1.6 E-Torq Easy ,Egea ,2019,Benzin,32000,113.0,1450.5,153700,nan,,,
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2015,Benzin,15000,100,1368,153750,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.5 dCi SportTourer Icon ,Clio ,2017,Dizel,46526,90,1461,153750,4.3,3.3,3.7,443.0
Kahramanmaras,Opel ,1.4 Design ,Corsa ,2016,Benzin,25000,90,1398,153750,7.8,4.9,6.0,285.0
Kocaeli,Opel ,1.4 Essentia ,Corsa ,2017,Benzin & LPG,30750,90,1398,153750,7.8,4.9,6.0,285.0
Istanbul,Skoda ,1.0 GreenTec Style ,Fabia ,2018,Benzin,28400,110,999,153750,5.4,4.1,4.6,305.0
Antalya,Opel ,1.4 Design ,Corsa ,2017,Benzin,29000,90,1398,153750,7.8,4.9,6.0,285.0
Istanbul,Toyota ,1.33 Style Red Skypack ,Yaris ,2014,Benzin,48000,99,1329,153750,5.6,4.3,4.8,286.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,40000,88.0,1450.5,153750,nan,,,
Zonguldak,Suzuki ,1.2 Techno ,Baleno ,2017,Benzin,22250,90,1242,153750,5.6,4.2,4.7,320.0
Istanbul,Opel ,1.4 Design ,Corsa ,2017,Benzin,40000,88.0,1450.5,153750,nan,,,
Izmir,Nissan ,1.2 Match ,Micra ,2017,Benzin,22000,80,1198,153800,6.7,4.6,5.4,265.0
Istanbul,Fiat ,1.6 E-Torq Easy ,Egea ,2019,Benzin,20694,110,1598,153550,8.5,5.0,6.3,520.0
Tokat,Nissan ,1.2 Match ,Micra ,2017,Benzin,49000,80,1198,153900,6.7,4.6,5.4,265.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,21000,100,1368,153900,8.5,5.1,6.4,301.0
Izmir,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,23458,100,1368,153900,8.2,4.8,6.2,301.0
Ankara,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,0,90,898,153900,5.7,4.7,5.1,320.0
Ankara,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,49000,90,1398,153900,7.8,4.9,6.0,285.0
Bursa,Nissan ,1.2 Match ,Micra ,2017,Benzin,33500,80,1198,153900,6.7,4.6,5.4,265.0
Isparta,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,32000,100,1368,153900,8.2,4.8,6.2,301.0
Ankara,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,40000,100,1368,153900,8.5,5.1,6.4,301.0
Kayseri,Nissan ,1.2 Match ,Micra ,2017,Benzin,21251,80,1198,153900,6.7,4.6,5.4,265.0
Ankara,Nissan ,1.2 Match ,Micra ,2017,Benzin,26000,80,1198,153900,6.7,4.6,5.4,265.0
Ankara,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,15000,67,998,153950,6.8,4.4,5.3,255.0
Istanbul,Hyundai ,1.2 D-CVVT Elite ,i10 ,2017,Benzin,20500,87,1248,153950,7.4,5.0,5.9,252.0
Istanbul,Fiat ,1.6 Multijet Urban Plus ,Egea ,2019,Dizel,15000,120,1598,154000,4.5,3.5,3.9,520.0
Ankara,Volkswagen ,1.4 TSI Midline ,Golf ,2009,Benzin,27000,138.0,1450.5,154000,nan,,,
Usak,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,38550,100,1368,154000,8.5,5.1,6.4,301.0
Izmir,Mitsubishi ,1.2 Intense  ,Space Star ,2019,Benzin,7000,80,1193,154000,5.9,4.7,5.1,175.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,37336,100,1368,154000,8.2,4.8,6.2,301.0
Gaziantep,Nissan ,1.2 Match ,Micra ,2017,Benzin,13000,80,1198,154000,6.7,4.6,5.4,265.0
Amasya,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,45000,90,1398,154000,7.8,4.9,6.0,285.0
Bursa,Nissan ,1.2 Match ,Micra ,2017,Benzin,35000,80,1198,154000,6.7,4.6,5.4,265.0
Antalya,Fiat ,1.6 E-Torq Easy ,Egea ,2019,Benzin,34780,110,1598,152500,8.5,5.0,6.3,520.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin & LPG,41000,100,1368,154000,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,47000,100,1368,154000,8.5,5.1,6.4,301.0
Konya,Mitsubishi ,1.2 Intense  ,Space Star ,2019,Benzin,6500,80,1193,154000,5.9,4.7,5.1,175.0
Kutahya,Ford ,1.6 Ti-VCT Trend X ,Fiesta ,2017,Benzin,45000,105,1596,154000,8.4,4.5,5.9,290.0
Tekirdag,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,46215,90,1398,154000,7.8,4.9,6.0,285.0
Tekirdag,Nissan ,1.2 Street ,Micra ,2017,Benzin,48000,80,1198,154000,6.7,4.6,5.4,265.0
Gaziantep,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,20,67,998,154000,6.8,4.4,5.3,255.0
Mugla,Seat ,Style ,Ibiza 1.0 EcoTSI ,2016,Benzin,47000,110,999,154000,5.3,3.9,4.4,292.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,21000,90,1398,154000,7.8,4.9,6.0,285.0
Denizli,Opel ,1.4 Enjoy ,Corsa ,2015,Benzin,47030,90,1398,154000,7.8,4.9,6.0,285.0
Kahramanmaras,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,48000,100,1368,154000,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.2 Turbo Icon ,Clio ,2015,Benzin,40400,120,1197,154000,6.6,4.4,5.2,300.0
Aydin,Kia ,1.0 MPI Live  ,Picanto ,2020,Benzin,7000,67,998,154000,6.8,4.4,5.3,255.0
Kayseri,Nissan ,1.2 Street ,Micra ,2018,Benzin,38000,80,1198,154000,6.7,4.6,5.4,265.0
Sivas,Nissan ,1.2 Street ,Micra ,2017,Benzin,12000,80,1198,154000,6.7,4.6,5.4,265.0
Antalya,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,48000,88.0,1450.5,154000,nan,,,
Ankara,Opel ,1.4 Enjoy ,Corsa ,2013,Benzin,46330,88.0,1450.5,154000,nan,,,
Mugla,Renault ,1.2 Turbo Joy ,Clio ,2016,Benzin,37000,120,1197,154000,6.6,4.4,5.2,300.0
Antalya,Skoda ,1.2 TSI Style ,Fabia ,2016,Benzin,35525,110,1197,154000,5.8,4.1,4.7,315.0
Mugla,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,37000,90,1398,154000,7.8,4.9,6.0,285.0
Malatya,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,49000,90,1398,154000,7.8,4.9,6.0,285.0
Bolu,Hyundai ,Mode Plus ,Accent Blue 1.4 D-CVVT ,2018,Benzin,40000,100,1368,154000,8.2,5.4,6.4,465.0
Ankara,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,4500,100,999,154000,6.3,4.1,5.0,391.0
Batman,Suzuki ,1.2 Techno ,Baleno ,2017,Benzin & LPG,48000,90,1242,154000,5.6,4.2,4.7,320.0
Izmir,Nissan ,1.2 Match ,Micra ,2017,Benzin,20709,80,1198,154000,6.7,4.6,5.4,265.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2015,Benzin,32000,90,1398,154000,7.8,4.9,6.0,285.0
Sakarya,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,22000,90,1398,154000,7.8,4.9,6.0,285.0
Antalya,Volkswagen ,1.2 TSI Comfortline ,Polo ,2015,Benzin,49650,90,1197,154000,5.8,4.1,4.7,280.0
Balikesir,Nissan ,1.2 Match ,Micra ,2017,Benzin,23220,80,1198,154250,6.7,4.6,5.4,265.0
Samsun,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,2980,90,898,154250,5.7,4.7,5.1,320.0
Izmir,Opel ,1.4 Design ,Corsa ,2017,Benzin,34400,90,1398,154400,7.8,4.9,6.0,285.0
Sivas,Nissan ,1.2 Match ,Micra ,2018,Benzin,38595,80,1198,154500,6.7,4.6,5.4,265.0
Mersin,Ford ,1.4 Titanium X  ,Fiesta ,2011,Benzin,43000,88.0,1450.5,154500,nan,,,
Denizli,Toyota ,1.33 Fun Special Skypack ,Yaris ,2016,Benzin,12000,99,1329,154500,6.3,4.5,5.1,286.0
Kayseri,Ford ,1.6 Trend ,Fiesta ,2014,Benzin,40000,105,1596,154500,8.4,4.5,5.9,290.0
Konya,Nissan ,1.2 Visia ,Pulsar ,2016,Benzin,36000,115,1197,154500,6.2,4.5,5.1,385.0
Mersin,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin & LPG,46500,100,1368,154500,8.2,4.8,6.2,301.0
Istanbul,Nissan ,1.2 Match ,Micra ,2017,Benzin,13000,80,1198,154500,6.7,4.6,5.4,265.0
Giresun,Mitsubishi ,1.2 Intense  ,Space Star ,2019,Benzin,18000,80,1193,154500,5.9,4.7,5.1,175.0
Izmir,Hyundai ,1.2 D-CVVT Elite ,i10 ,2018,Benzin,11111,87,1248,154500,7.4,5.0,5.9,252.0
Denizli,Nissan ,1.2 Match ,Micra ,2017,Benzin,25340,80,1198,154500,6.7,4.6,5.4,265.0
Sivas,Nissan ,1.2 Visia ,Pulsar ,2016,Benzin & LPG,43000,115,1197,154500,6.2,4.5,5.1,385.0
Ankara,Nissan ,1.2 Match ,Micra ,2017,Benzin,36200,80,1198,154500,6.7,4.6,5.4,265.0
Sakarya,Honda ,1.4 ES ,City ,2009,Benzin,26000,100,1339,154500,8.3,5.3,6.4,506.0
Mersin,Renault ,1.5 dCi Touch ,Clio ,2017,Dizel,49000,90,1461,154500,4.3,3.3,3.7,300.0
Istanbul,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,46000,100,1368,154500,8.2,4.8,6.2,301.0
Aksaray,Ford ,1.6 Trend X ,Fiesta ,2015,Benzin,27500,105,1596,154000,8.4,4.5,5.9,290.0
Istanbul,Nissan ,1.2 Street ,Micra ,2018,Benzin,22416,80,1198,154500,6.7,4.6,5.4,265.0
Istanbul,Dacia ,1.5 dCi Stepway ,Sandero ,2018,Dizel,50000,90,1461,154500,3.9,3.8,3.8,320.0
Kutahya,Opel ,1.4 Enjoy ,Corsa ,2016,Benzin,32000,90,1398,154500,7.8,4.9,6.0,285.0
Ankara,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,0,90,898,154500,5.7,4.7,5.1,320.0
Istanbul,Opel ,1.4 Essentia ,Corsa ,2015,Benzin,11900,88.0,1450.5,154500,nan,,,
Malatya,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin & LPG,48000,100,1368,154500,8.2,4.8,6.2,301.0
Istanbul,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,39000,90,1398,154500,7.8,4.9,6.0,285.0
Istanbul,Fiat ,500C 1.4 Lounge ,500 Ailesi ,2012,Benzin,34000,88.0,1450.5,154500,nan,,,
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,47700,100,1368,154500,8.5,5.1,6.4,301.0
Istanbul,Nissan ,1.2 Match ,Micra ,2016,Benzin,43500,80,1198,154500,6.7,4.6,5.4,265.0
Kayseri,Ford ,1.6 Titanium ,Focus ,2010,Benzin,50000,100,1596,154500,8.7,5.5,6.7,385.0
Erzurum,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,1400,90,898,154500,5.7,4.7,5.1,320.0
Kastamonu,Hyundai ,1.4 MPI Jump ,i20 ,2016,Benzin,23300,100,1368,154500,8.2,4.8,6.2,301.0
Istanbul,Renault ,1.2 TCe Touch ,Megane ,2018,Benzin,28000,130,1198,154000,6.8,4.7,5.4,434.0
Istanbul,Ford ,1.6 Ti-VCT Trend X ,Fiesta ,2017,Benzin,37000,105,1596,154500,8.4,4.5,5.9,290.0
Ankara,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,40396,105,1596,154500,8.4,4.5,5.9,290.0
Denizli,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,0,90,898,154500,5.7,4.7,5.1,320.0
Kocaeli,Hyundai ,1.2 D-CVVT Elite ,i10 ,2018,Benzin,32000,87,1248,154500,7.4,5.0,5.9,252.0
Ankara,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,154700,nan,,,
Istanbul,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,0,67,998,154700,nan,,,
Antalya,Renault ,1.2 Turbo Icon ,Clio ,2015,Benzin,30000,120,1197,154750,6.6,4.4,5.2,300.0
Kocaeli,Renault ,1.5 DCI Touch ,Symbol ,2018,Dizel,48000,90,1461,154750,4.4,3.7,3.9,510.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2016,Benzin,33000,100,1368,154750,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Elite ,i20 ,2015,Benzin,50000,100,1368,154750,8.5,5.1,6.4,301.0
Istanbul,Toyota ,1.6 Comfort ,Corolla ,2012,Benzin,49000,124,1598,154750,0.9,5.9,7.1,450.0
Tekirdag,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,22200,100,1368,154750,8.2,4.8,6.2,301.0
Ankara,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,24240,100,1368,154750,8.5,5.1,6.4,301.0
Sakarya,Renault ,1.2 Turbo Icon ,Clio ,2016,Benzin,50000,120,1197,154750,6.6,4.4,5.2,300.0
Istanbul,Ford ,1.0 GTDi Titanium ,Fiesta ,2016,Benzin,44000,100,999,154750,6.6,3.9,4.9,290.0
Kayseri,Hyundai ,1.4 MPI Jump ,i20 ,2018,Benzin,47000,100,1368,154750,8.5,5.1,6.4,301.0
Bursa,Mitsubishi ,1.2 Intense  ,Space Star ,2019,Benzin,11000,80,1193,154750,5.9,4.7,5.1,175.0
Izmir,Ford ,1.0 GTDi Titanium ,Fiesta ,2015,Benzin,21000,100,999,154750,6.6,3.9,4.9,290.0
Istanbul,Opel ,1.3 CDTI Enjoy ,Corsa ,2015,Dizel,42000,95,1248,154750,3.4,3.0,3.2,285.0
Bursa,Opel ,1.4 Essentia ,Corsa ,2017,Benzin,36000,90,1398,154900,7.8,4.9,6.0,285.0
Mersin,Nissan ,1.2 Street ,Micra ,2017,Benzin,17000,80,1198,154900,6.7,4.6,5.4,265.0
Antalya,Opel ,1.4 Essentia ,Corsa ,2016,Benzin,33800,90,1398,154900,7.8,4.9,6.0,285.0
Kahramanmaras,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,27000,100,1368,154900,8.2,4.8,6.2,301.0
Kocaeli,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,1300,67,998,154900,nan,,,
Adana,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,42000,100,1368,154900,8.2,4.8,6.2,301.0
Samsun,Opel ,1.4 Enjoy ,Corsa ,2017,Benzin,21511,90,1398,154900,7.8,4.9,6.0,285.0
Istanbul,Hyundai ,1.6 Prime ,iX20 ,2012,Benzin,47000,125,1591,154900,8.3,5.5,6.5,440.0
Antalya,Hyundai ,1.4 MPI Jump ,i20 ,2017,Benzin,18000,100,1368,154900,8.2,4.8,6.2,301.0
Malatya,Kia ,1.0 MPI Cool ,Picanto ,2020,Benzin,11,67,998,154900,nan,,,
Istanbul,Nissan ,1.2 Match ,Micra ,2018,Benzin,44000,80,1198,154900,6.7,4.6,5.4,265.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,44351,100,1368,154900,8.5,5.1,6.4,301.0
Eskisehir,Ford ,1.6 Titanium ,Fiesta ,2016,Benzin,43000,105,1596,154900,8.4,4.5,5.9,290.0
